,,high,neutral,low,average
REXO1L10P,ENSG00000270416.1,59.0,60.0,3.0,0.4680573770491806
REXO1L11P,ENSG00000223524.2,59.0,60.0,3.0,0.4680573770491806
REXO2,ENSG00000076043.5,3.0,69.0,50.0,-0.1835655737704918
REXO4,ENSG00000148300.6,6.0,93.0,23.0,-0.06500819672131145
RFC1,ENSG00000035928.10,2.0,81.0,39.0,-0.14898360655737702
RFC2,ENSG00000049541.6,15.0,102.0,5.0,0.07472131147540981
RFC3,ENSG00000133119.8,12.0,72.0,38.0,-0.05786065573770492
RFC4,ENSG00000163918.6,25.0,87.0,10.0,0.10413114754098363
RFC5,ENSG00000111445.9,2.0,94.0,26.0,-0.07936065573770494
RFESD,ENSG00000175449.9,8.0,89.0,25.0,-0.01609016393442625
RFFL,ENSG00000092871.12,17.0,74.0,31.0,0.014786885245901646
RFK,ENSG00000135002.7,6.0,91.0,25.0,-0.04686885245901642
RFNG,ENSG00000169733.7,29.0,74.0,19.0,0.11447540983606551
RFPL1,ENSG00000128250.5,7.0,81.0,34.0,-0.0843360655737705
RFPL1S,ENSG00000225465.5,7.0,81.0,34.0,-0.0797704918032787
RFPL2,ENSG00000128253.9,6.0,79.0,37.0,-0.10205737704918033
RFPL3,ENSG00000128276.6,6.0,79.0,37.0,-0.09879508196721312
RFPL3S,ENSG00000205853.6,6.0,79.0,37.0,-0.09879508196721312
RFPL4A,ENSG00000223638.3,20.0,84.0,18.0,0.07609836065573769
RFPL4AL1,ENSG00000229292.1,20.0,84.0,18.0,0.07609836065573769
RFPL4B,ENSG00000251258.1,15.0,80.0,27.0,-0.000811475409836062
RFT1,ENSG00000163933.5,4.0,83.0,35.0,-0.10515573770491804
RFTN1,ENSG00000131378.9,18.0,93.0,11.0,0.09292622950819673
RFTN2,ENSG00000162944.5,11.0,96.0,15.0,0.05573770491803278
RFWD2,ENSG00000143207.15,86.0,34.0,2.0,0.5234344262295084
RFWD3,ENSG00000168411.9,8.0,50.0,64.0,-0.2140819672131147
RFX1,ENSG00000132005.4,13.0,95.0,14.0,0.07513114754098361
RFX2,ENSG00000087903.8,12.0,92.0,18.0,0.020377049180327858
RFX3,ENSG00000080298.11,9.0,84.0,29.0,-0.017532786885245906
RFX4,ENSG00000111783.8,3.0,101.0,18.0,-0.0290327868852459
RFX5,ENSG00000143390.13,82.0,40.0,0.0,0.5595901639344262
RFX6,ENSG00000185002.5,13.0,82.0,27.0,-0.0058606557377049165
RFX7,ENSG00000181827.10,4.0,90.0,28.0,-0.10070491803278686
RFX8,ENSG00000196460.8,11.0,98.0,13.0,0.007073770491803278
RFXANK,ENSG00000064490.8,13.0,96.0,13.0,0.014581967213114751
RFXAP,ENSG00000133111.3,10.0,73.0,39.0,-0.08854918032786885
RGCC,ENSG00000102760.12,6.0,70.0,46.0,-0.1427950819672131
RGL1,ENSG00000143344.10,82.0,39.0,1.0,0.5044426229508198
RGL2,ENSG00000237441.5,20.0,95.0,7.0,0.09818032786885247
RGL3,ENSG00000205517.8,13.0,95.0,14.0,0.0457295081967213
RGL4,ENSG00000159496.10,5.0,83.0,34.0,-0.08227049180327872
RGMA,ENSG00000182175.9,12.0,90.0,20.0,-0.007942622950819673
RGMB,ENSG00000174136.7,7.0,89.0,26.0,-0.03127049180327869
RGP1,ENSG00000107185.8,5.0,91.0,26.0,-0.036680327868852475
RGPD1,ENSG00000187627.10,17.0,94.0,11.0,0.05790163934426231
RGPD2,ENSG00000185304.12,17.0,94.0,11.0,0.05790163934426231
RGPD3,ENSG00000153165.14,8.0,101.0,13.0,0.012278688524590164
RGPD4,ENSG00000196862.8,8.0,100.0,14.0,0.015278688524590155
RGPD5,ENSG00000015568.8,8.0,98.0,16.0,0.004008196721311478
RGPD6,ENSG00000183054.7,8.0,98.0,16.0,0.004008196721311478
RGPD8,ENSG00000169629.7,8.0,98.0,16.0,0.029303278688524594
RGR,ENSG00000148604.9,8.0,95.0,19.0,-0.003680327868852457
RGS1,ENSG00000090104.7,86.0,35.0,1.0,0.5766721311475409
RGS10,ENSG00000148908.10,1.0,98.0,23.0,-0.07269672131147539
RGS11,ENSG00000076344.11,29.0,82.0,11.0,0.17595901639344258
RGS12,ENSG00000159788.14,3.0,83.0,36.0,-0.10322131147540982
RGS13,ENSG00000127074.10,86.0,35.0,1.0,0.5774262295081967
RGS14,ENSG00000169220.13,12.0,92.0,18.0,0.002967213114754092
RGS16,ENSG00000143333.6,78.0,43.0,1.0,0.487877049180328
RGS17,ENSG00000091844.3,17.0,83.0,22.0,0.025204918032786888
RGS18,ENSG00000150681.5,86.0,35.0,1.0,0.5624754098360655
RGS19,ENSG00000171700.9,37.0,83.0,2.0,0.23285245901639343
RGS2,ENSG00000116741.6,85.0,36.0,1.0,0.5860163934426228
RGS20,ENSG00000147509.9,45.0,68.0,9.0,0.30128688524590175
RGS21,ENSG00000253148.1,86.0,35.0,1.0,0.575967213114754
RGS22,ENSG00000132554.15,66.0,53.0,3.0,0.5660409836065574
RGS3,ENSG00000138835.18,3.0,95.0,24.0,-0.062172131147540964
RGS4,ENSG00000117152.9,84.0,38.0,0.0,0.5516475409836065
RGS5,ENSG00000143248.8,84.0,38.0,0.0,0.526032786885246
RGS6,ENSG00000182732.12,4.0,83.0,35.0,-0.0828360655737705
RGS7,ENSG00000182901.11,73.0,47.0,2.0,0.4388196721311476
RGS7BP,ENSG00000186479.4,6.0,86.0,30.0,-0.05963114754098361
RGS8,ENSG00000135824.8,78.0,43.0,1.0,0.487877049180328
RGS9,ENSG00000108370.11,33.0,72.0,17.0,0.171155737704918
RGS9BP,ENSG00000186326.3,15.0,95.0,12.0,0.07070491803278688
RGSL1,ENSG00000121446.12,78.0,42.0,2.0,0.4917377049180329
RHAG,ENSG00000112077.11,17.0,94.0,11.0,0.1042295081967213
RHBDD1,ENSG00000144468.12,5.0,94.0,23.0,-0.06177049180327866
RHBDD2,ENSG00000005486.12,18.0,98.0,6.0,0.0929590163934426
RHBDD3,ENSG00000100263.9,6.0,83.0,33.0,-0.09287704918032787
RHBDF1,ENSG00000007384.11,29.0,82.0,11.0,0.17595901639344258
RHBDF2,ENSG00000129667.8,24.0,79.0,19.0,0.10270491803278683
RHBDL1,ENSG00000103269.9,29.0,83.0,10.0,0.17817213114754094
RHBDL2,ENSG00000158315.6,11.0,82.0,29.0,-0.03274590163934424
RHBDL3,ENSG00000141314.8,11.0,75.0,36.0,-0.05171311475409835
RHBG,ENSG00000132677.8,83.0,39.0,0.0,0.5511639344262297
RHCE,ENSG00000188672.12,1.0,73.0,48.0,-0.1872213114754098
RHCG,ENSG00000140519.8,12.0,90.0,20.0,-0.028795081967213122
RHD,ENSG00000187010.14,1.0,73.0,48.0,-0.186983606557377
RHEB,ENSG00000106615.5,19.0,87.0,16.0,0.07627868852459016
RHEBL1,ENSG00000167550.6,7.0,93.0,22.0,-0.028467213114754097
RHNO1,ENSG00000171792.6,20.0,89.0,13.0,0.16454918032786875
RHO,ENSG00000163914.4,17.0,98.0,7.0,0.07958196721311472
RHOA,ENSG00000067560.6,3.0,86.0,33.0,-0.11120491803278684
RHOB,ENSG00000143878.8,16.0,92.0,14.0,0.03222950819672133
RHOBTB1,ENSG00000072422.12,11.0,93.0,18.0,0.05093442622950818
RHOBTB2,ENSG00000008853.12,12.0,50.0,60.0,-0.1721065573770491
RHOBTB3,ENSG00000164292.8,8.0,89.0,25.0,-0.014532786885245922
RHOC,ENSG00000155366.11,9.0,85.0,28.0,-0.0745245901639344
RHOD,ENSG00000173156.2,19.0,92.0,11.0,0.08617213114754099
RHOF,ENSG00000139725.2,3.0,95.0,24.0,-0.06488524590163937
RHOG,ENSG00000177105.9,7.0,80.0,35.0,-0.08853278688524589
RHOH,ENSG00000168421.7,3.0,79.0,40.0,-0.14850819672131146
RHOJ,ENSG00000126785.8,4.0,85.0,33.0,-0.07205737704918036
RHOQ,ENSG00000119729.6,10.0,99.0,13.0,0.015024590163934435
RHOT1,ENSG00000126858.12,11.0,74.0,37.0,-0.05691803278688523
RHOT2,ENSG00000140983.8,29.0,83.0,10.0,0.17817213114754094
RHOU,ENSG00000116574.4,80.0,37.0,5.0,0.4985901639344261
RHOV,ENSG00000104140.6,0.0,87.0,35.0,-0.13836065573770487
RHPN1,ENSG00000158106.8,56.0,59.0,7.0,0.5128032786885244
RHPN2,ENSG00000131941.3,16.0,94.0,12.0,0.0795983606557377
RIBC2,ENSG00000128408.7,6.0,80.0,36.0,-0.10588524590163932
RIC3,ENSG00000166405.10,6.0,86.0,30.0,-0.0790655737704918
RIC8A,ENSG00000177963.8,5.0,78.0,39.0,-0.13185245901639342
RIC8B,ENSG00000111785.14,3.0,101.0,18.0,-0.0290327868852459
RICTOR,ENSG00000164327.8,22.0,91.0,9.0,0.10378688524590163
RIF1,ENSG00000080345.12,7.0,94.0,21.0,-0.03681147540983608
RIIAD1,ENSG00000178796.8,83.0,39.0,0.0,0.5734426229508196
RILP,ENSG00000167705.7,5.0,56.0,61.0,-0.18296721311475408
RILPL1,ENSG00000188026.7,5.0,95.0,22.0,-0.04512295081967215
RILPL2,ENSG00000150977.9,5.0,95.0,22.0,-0.04512295081967215
RIMBP2,ENSG00000060709.9,5.0,94.0,23.0,-0.02395081967213114
RIMBP3,ENSG00000196622.6,7.0,76.0,39.0,-0.09628688524590168
RIMBP3B,ENSG00000196934.3,7.0,76.0,39.0,-0.09628688524590168
RIMBP3C,ENSG00000183246.6,7.0,76.0,39.0,-0.09628688524590168
RIMKLA,ENSG00000177181.10,13.0,87.0,22.0,0.01960655737704918
RIMKLB,ENSG00000166532.11,16.0,91.0,15.0,0.06590163934426231
RIMS1,ENSG00000079841.14,17.0,84.0,21.0,0.0307950819672131
RIMS2,ENSG00000176406.16,68.0,53.0,1.0,0.5890409836065575
RIMS3,ENSG00000117016.5,12.0,86.0,24.0,0.01768032786885246
RIMS4,ENSG00000101098.8,37.0,80.0,5.0,0.20664754098360658
RIN1,ENSG00000174791.6,17.0,94.0,11.0,0.07184426229508199
RIN2,ENSG00000132669.8,26.0,91.0,5.0,0.15365573770491803
RIN3,ENSG00000100599.11,5.0,85.0,32.0,-0.06368032786885247
RING1,ENSG00000204227.4,19.0,95.0,8.0,0.09618032786885247
RINL,ENSG00000187994.9,18.0,90.0,14.0,0.07300000000000002
RINT1,ENSG00000135249.3,20.0,86.0,16.0,0.08353278688524585
RIOK1,ENSG00000124784.4,21.0,91.0,10.0,0.08702459016393445
RIOK2,ENSG00000058729.6,8.0,89.0,25.0,-0.01785245901639346
RIOK3,ENSG00000101782.10,13.0,79.0,30.0,-0.029360655737704928
RIPK1,ENSG00000137275.9,21.0,90.0,11.0,0.10324590163934431
RIPK2,ENSG00000104312.6,62.0,59.0,1.0,0.5169508196721311
RIPK3,ENSG00000129465.11,12.0,86.0,24.0,0.029844262295081973
RIPK4,ENSG00000183421.7,8.0,102.0,12.0,0.012836065573770497
RIPPLY2,ENSG00000203877.3,11.0,86.0,25.0,-0.04592622950819674
RIPPLY3,ENSG00000183145.4,10.0,99.0,13.0,0.01522950819672132
RIT1,ENSG00000143622.5,86.0,36.0,0.0,0.5838606557377051
RIT2,ENSG00000152214.8,18.0,73.0,31.0,0.02938524590163932
RLBP1,ENSG00000140522.7,11.0,91.0,20.0,-0.032254098360655736
RLF,ENSG00000117000.8,13.0,83.0,26.0,-0.011754098360655703
RLN1,ENSG00000107018.6,9.0,81.0,32.0,-0.03548360655737706
RLN2,ENSG00000107014.7,9.0,81.0,32.0,-0.03548360655737706
RLN3,ENSG00000171136.6,13.0,95.0,14.0,0.07489344262295082
RLTPR,ENSG00000159753.9,7.0,49.0,66.0,-0.23072131147540983
RMDN1,ENSG00000176623.7,61.0,58.0,3.0,0.48309016393442633
RMDN2,ENSG00000115841.15,11.0,96.0,15.0,-0.002639344262295077
RMDN3,ENSG00000137824.11,1.0,87.0,34.0,-0.1319508196721311
RMI1,ENSG00000178966.11,5.0,92.0,25.0,-0.0637377049180328
RMI2,ENSG00000175643.7,34.0,80.0,8.0,0.20559016393442617
RMND1,ENSG00000155906.12,15.0,80.0,27.0,0.01195901639344262
RMND5A,ENSG00000153561.8,12.0,99.0,11.0,0.02418032786885246
RMND5B,ENSG00000145916.14,10.0,91.0,21.0,-0.008180327868852467
RMRP,ENSG00000269900.2,6.0,91.0,25.0,-0.026860655737704915
RMRPP1,ENSG00000253045.1,7.0,91.0,24.0,-0.03748360655737706
RMRPP2,ENSG00000252419.1,22.0,89.0,11.0,0.11582786885245905
RMRPP3,ENSG00000252465.1,12.0,96.0,14.0,0.06529508196721313
RMRPP4,ENSG00000251950.1,12.0,91.0,19.0,0.03868032786885244
RMRPP5,ENSG00000223088.1,8.0,80.0,34.0,-0.057696721311475414
RMST,ENSG00000255794.2,6.0,101.0,15.0,-0.0029098360655737667
RN7SK,ENSG00000202198.1,18.0,94.0,10.0,0.1073606557377049
RN7SKP1,ENSG00000202395.1,9.0,71.0,42.0,-0.10237704918032788
RN7SKP10,ENSG00000201161.1,17.0,67.0,38.0,0.013278688524590137
RN7SKP100,ENSG00000223190.1,39.0,78.0,5.0,0.2123688524590164
RN7SKP101,ENSG00000223308.1,5.0,89.0,28.0,-0.0684016393442623
RN7SKP102,ENSG00000223118.1,6.0,94.0,22.0,-0.015155737704918034
RN7SKP103,ENSG00000200718.1,8.0,94.0,20.0,-0.0037950819672131074
RN7SKP104,ENSG00000199475.1,26.0,86.0,10.0,0.15399180327868853
RN7SKP105,ENSG00000253001.1,5.0,94.0,23.0,-0.05877049180327869
RN7SKP106,ENSG00000222764.1,16.0,82.0,24.0,0.036008196721311475
RN7SKP107,ENSG00000201027.1,4.0,84.0,34.0,-0.08258196721311474
RN7SKP108,ENSG00000223299.1,4.0,87.0,31.0,-0.06891803278688528
RN7SKP109,ENSG00000222524.1,20.0,84.0,18.0,0.07245081967213116
RN7SKP11,ENSG00000252827.1,6.0,101.0,15.0,-0.013983606557377053
RN7SKP110,ENSG00000222078.1,10.0,86.0,26.0,-0.03063114754098363
RN7SKP111,ENSG00000222281.1,24.0,91.0,7.0,0.13981147540983604
RN7SKP112,ENSG00000223145.1,17.0,92.0,13.0,0.047663934426229494
RN7SKP113,ENSG00000200761.1,3.0,83.0,36.0,-0.1011311475409836
RN7SKP114,ENSG00000222259.1,4.0,88.0,30.0,-0.06522950819672133
RN7SKP115,ENSG00000200047.1,5.0,74.0,43.0,-0.12981147540983612
RN7SKP116,ENSG00000252711.1,17.0,92.0,13.0,0.10804098360655737
RN7SKP117,ENSG00000222107.1,8.0,90.0,24.0,-0.02304098360655738
RN7SKP118,ENSG00000201201.1,6.0,50.0,66.0,-0.23282786885245904
RN7SKP119,ENSG00000222685.1,11.0,98.0,13.0,0.005655737704918044
RN7SKP12,ENSG00000252084.1,74.0,45.0,3.0,0.4425819672131148
RN7SKP120,ENSG00000222693.1,8.0,80.0,34.0,-0.057696721311475414
RN7SKP121,ENSG00000222774.1,2.0,75.0,45.0,-0.1467622950819672
RN7SKP122,ENSG00000251732.1,8.0,91.0,23.0,-0.010122950819672136
RN7SKP123,ENSG00000222664.1,9.0,86.0,27.0,-0.052967213114754115
RN7SKP124,ENSG00000201600.1,23.0,94.0,5.0,0.1375409836065574
RN7SKP125,ENSG00000222413.1,9.0,96.0,17.0,-0.009868852459016402
RN7SKP126,ENSG00000223075.1,85.0,36.0,1.0,0.5860163934426228
RN7SKP127,ENSG00000222375.1,34.0,80.0,8.0,0.25038524590163935
RN7SKP128,ENSG00000201140.1,9.0,96.0,17.0,-0.009868852459016402
RN7SKP129,ENSG00000222220.1,28.0,85.0,9.0,0.17720491803278687
RN7SKP13,ENSG00000251742.1,6.0,91.0,25.0,-0.0757049180327869
RN7SKP130,ENSG00000201794.1,19.0,91.0,12.0,0.07171311475409833
RN7SKP131,ENSG00000199876.1,7.0,76.0,39.0,-0.09628688524590168
RN7SKP132,ENSG00000251810.1,19.0,88.0,15.0,0.07481967213114754
RN7SKP133,ENSG00000201715.1,24.0,92.0,6.0,0.13877049180327866
RN7SKP134,ENSG00000200830.1,11.0,95.0,16.0,0.007442622950819672
RN7SKP135,ENSG00000252358.1,56.0,60.0,6.0,0.47429508196721337
RN7SKP136,ENSG00000222859.1,6.0,92.0,24.0,-0.06690163934426228
RN7SKP137,ENSG00000223006.1,3.0,100.0,19.0,-0.030106557377049172
RN7SKP139,ENSG00000222343.1,5.0,89.0,28.0,-0.0684016393442623
RN7SKP14,ENSG00000251809.1,22.0,81.0,19.0,0.13049999999999998
RN7SKP140,ENSG00000223128.1,27.0,90.0,5.0,0.15866393442622947
RN7SKP141,ENSG00000251976.1,6.0,95.0,21.0,-0.013409836065573772
RN7SKP142,ENSG00000223168.1,13.0,59.0,50.0,-0.1182868852459016
RN7SKP143,ENSG00000222451.1,6.0,95.0,21.0,-0.0166639344262295
RN7SKP144,ENSG00000223040.1,13.0,97.0,12.0,0.054860655737704905
RN7SKP145,ENSG00000200161.1,12.0,93.0,17.0,0.03563934426229508
RN7SKP146,ENSG00000222174.1,12.0,82.0,28.0,-0.006188524590163936
RN7SKP147,ENSG00000252963.1,9.0,94.0,19.0,0.004319672131147539
RN7SKP148,ENSG00000222111.1,11.0,91.0,20.0,-0.01106557377049182
RN7SKP15,ENSG00000201612.1,17.0,97.0,8.0,0.1396229508196721
RN7SKP150,ENSG00000222448.1,8.0,91.0,23.0,-0.025893442622950843
RN7SKP151,ENSG00000222162.1,9.0,87.0,26.0,-0.018368852459016392
RN7SKP152,ENSG00000222376.1,8.0,101.0,13.0,0.04781967213114756
RN7SKP153,ENSG00000201896.1,68.0,50.0,4.0,0.5850409836065571
RN7SKP154,ENSG00000222068.1,8.0,94.0,20.0,-0.0037459016393442584
RN7SKP155,ENSG00000251840.1,69.0,48.0,5.0,0.6033524590163931
RN7SKP156,ENSG00000222240.1,84.0,37.0,1.0,0.5569836065573769
RN7SKP157,ENSG00000251983.1,7.0,86.0,29.0,-0.048327868852459016
RN7SKP158,ENSG00000222385.1,15.0,91.0,16.0,0.047844262295081964
RN7SKP159,ENSG00000222589.1,15.0,48.0,59.0,-0.1634918032786885
RN7SKP16,ENSG00000222112.1,6.0,85.0,31.0,-0.05693442622950819
RN7SKP160,ENSG00000200674.1,78.0,41.0,3.0,0.4776475409836067
RN7SKP161,ENSG00000223042.1,16.0,93.0,13.0,0.0803606557377049
RN7SKP162,ENSG00000200475.1,9.0,98.0,15.0,0.009204918032786889
RN7SKP163,ENSG00000200091.1,12.0,87.0,23.0,-0.028754098360655747
RN7SKP164,ENSG00000251947.1,11.0,102.0,9.0,0.0629016393442623
RN7SKP165,ENSG00000223282.1,81.0,39.0,2.0,0.5198934426229507
RN7SKP166,ENSG00000222744.1,7.0,104.0,11.0,0.037032786885245916
RN7SKP167,ENSG00000222979.1,3.0,98.0,21.0,-0.05605737704918033
RN7SKP168,ENSG00000222842.1,13.0,95.0,14.0,0.0315737704918033
RN7SKP169,ENSG00000223056.1,6.0,82.0,34.0,-0.10016393442622953
RN7SKP17,ENSG00000223174.1,3.0,82.0,37.0,-0.0983196721311475
RN7SKP170,ENSG00000199420.1,7.0,84.0,31.0,-0.0788770491803279
RN7SKP171,ENSG00000201287.1,5.0,92.0,25.0,-0.03559836065573772
RN7SKP172,ENSG00000223273.1,5.0,102.0,15.0,0.013516393442622955
RN7SKP173,ENSG00000199691.1,35.0,83.0,4.0,0.17868852459016396
RN7SKP174,ENSG00000200673.1,23.0,87.0,12.0,0.08677868852459014
RN7SKP177,ENSG00000222499.1,27.0,92.0,3.0,0.16950819672131145
RN7SKP178,ENSG00000201875.1,6.0,99.0,17.0,-0.013844262295081964
RN7SKP179,ENSG00000251935.1,10.0,99.0,13.0,0.029081967213114755
RN7SKP18,ENSG00000251814.1,13.0,82.0,27.0,-0.0058606557377049165
RN7SKP180,ENSG00000200783.1,27.0,76.0,19.0,0.12468852459016391
RN7SKP181,ENSG00000223120.1,13.0,91.0,18.0,-0.0013360655737704888
RN7SKP182,ENSG00000222704.1,18.0,73.0,31.0,0.0263606557377049
RN7SKP184,ENSG00000199218.1,41.0,80.0,1.0,0.28745901639344257
RN7SKP185,ENSG00000199683.1,34.0,85.0,3.0,0.18688524590163938
RN7SKP186,ENSG00000202241.1,20.0,94.0,8.0,0.09469672131147538
RN7SKP187,ENSG00000202406.1,23.0,86.0,13.0,0.11761475409836072
RN7SKP188,ENSG00000222721.1,6.0,93.0,23.0,-0.0493032786885246
RN7SKP19,ENSG00000251825.1,10.0,90.0,22.0,0.002254098360655732
RN7SKP190,ENSG00000251888.1,5.0,54.0,63.0,-0.22723770491803275
RN7SKP191,ENSG00000201583.1,2.0,95.0,25.0,-0.07289344262295079
RN7SKP192,ENSG00000223223.1,13.0,90.0,19.0,0.011393442622950806
RN7SKP193,ENSG00000201358.1,12.0,81.0,29.0,-0.004737704918032789
RN7SKP195,ENSG00000252396.1,71.0,49.0,2.0,0.41801639344262304
RN7SKP196,ENSG00000252076.1,8.0,96.0,18.0,0.03452459016393442
RN7SKP197,ENSG00000252886.1,4.0,94.0,24.0,-0.06571311475409837
RN7SKP198,ENSG00000238324.1,21.0,88.0,13.0,0.09727049180327871
RN7SKP199,ENSG00000222257.1,3.0,91.0,28.0,-0.07796721311475412
RN7SKP2,ENSG00000252812.1,7.0,71.0,44.0,-0.12486885245901638
RN7SKP200,ENSG00000222496.1,7.0,97.0,18.0,-0.015754098360655742
RN7SKP201,ENSG00000252663.1,30.0,54.0,38.0,0.1662950819672131
RN7SKP202,ENSG00000222371.1,7.0,92.0,23.0,-0.04621311475409836
RN7SKP203,ENSG00000200488.1,11.0,102.0,9.0,0.0629016393442623
RN7SKP204,ENSG00000202351.1,21.0,93.0,8.0,0.13366393442622948
RN7SKP205,ENSG00000222931.1,13.0,85.0,24.0,0.030188524590163943
RN7SKP206,ENSG00000222755.1,70.0,46.0,6.0,0.7126967213114752
RN7SKP207,ENSG00000223136.1,25.0,90.0,7.0,0.14068032786885243
RN7SKP208,ENSG00000202344.1,10.0,101.0,11.0,0.025590163934426233
RN7SKP209,ENSG00000252697.1,10.0,85.0,27.0,-0.05886065573770496
RN7SKP21,ENSG00000252312.1,11.0,86.0,25.0,0.021434426229508193
RN7SKP210,ENSG00000238875.1,7.0,78.0,37.0,-0.11115573770491805
RN7SKP211,ENSG00000200198.1,15.0,81.0,26.0,0.01737704918032787
RN7SKP212,ENSG00000222783.1,17.0,98.0,7.0,0.09795081967213115
RN7SKP213,ENSG00000222678.1,8.0,93.0,21.0,-0.02568852459016392
RN7SKP214,ENSG00000201078.1,8.0,78.0,36.0,-0.0915655737704918
RN7SKP215,ENSG00000251827.1,6.0,94.0,22.0,0.015549180327868842
RN7SKP216,ENSG00000222982.1,3.0,95.0,24.0,-0.06073770491803279
RN7SKP217,ENSG00000201510.1,5.0,96.0,21.0,-0.06395081967213112
RN7SKP218,ENSG00000222154.1,23.0,93.0,6.0,0.1279098360655737
RN7SKP219,ENSG00000252634.1,20.0,87.0,15.0,0.11470491803278687
RN7SKP22,ENSG00000201967.1,13.0,96.0,13.0,0.06677868852459017
RN7SKP220,ENSG00000222543.1,16.0,90.0,16.0,0.06173770491803281
RN7SKP221,ENSG00000222352.1,7.0,76.0,39.0,-0.09628688524590168
RN7SKP222,ENSG00000222583.1,25.0,92.0,5.0,0.1523524590163934
RN7SKP223,ENSG00000222514.1,23.0,91.0,8.0,0.13765573770491807
RN7SKP224,ENSG00000201010.1,10.0,99.0,13.0,-0.0012622950819672061
RN7SKP225,ENSG00000222337.1,4.0,96.0,22.0,-0.05002459016393442
RN7SKP226,ENSG00000201782.1,70.0,46.0,6.0,0.7126967213114752
RN7SKP227,ENSG00000201315.1,12.0,92.0,18.0,0.009598360655737714
RN7SKP228,ENSG00000222974.1,24.0,89.0,9.0,0.13514754098360665
RN7SKP229,ENSG00000222397.1,79.0,42.0,1.0,0.512204918032787
RN7SKP23,ENSG00000252838.1,30.0,83.0,9.0,0.15226229508196723
RN7SKP230,ENSG00000202512.1,8.0,93.0,21.0,-0.0023196721311475486
RN7SKP231,ENSG00000200151.1,61.0,60.0,1.0,0.497516393442623
RN7SKP232,ENSG00000222102.1,11.0,92.0,19.0,-0.00478688524590164
RN7SKP233,ENSG00000252814.1,7.0,58.0,57.0,-0.17971311475409843
RN7SKP234,ENSG00000252982.1,28.0,89.0,5.0,0.17141803278688522
RN7SKP235,ENSG00000222594.1,6.0,96.0,20.0,-0.02615573770491803
RN7SKP237,ENSG00000201533.1,5.0,97.0,20.0,-0.039909836065573766
RN7SKP238,ENSG00000252292.1,10.0,96.0,16.0,0.030327868852459024
RN7SKP239,ENSG00000201684.1,19.0,93.0,10.0,0.1271311475409836
RN7SKP24,ENSG00000251697.1,5.0,92.0,25.0,-0.03077868852459019
RN7SKP240,ENSG00000222515.1,22.0,92.0,8.0,0.09550000000000003
RN7SKP241,ENSG00000240294.2,16.0,90.0,16.0,0.0601393442622951
RN7SKP242,ENSG00000251776.1,7.0,91.0,24.0,-0.029360655737704924
RN7SKP243,ENSG00000199975.1,15.0,87.0,20.0,0.10099180327868854
RN7SKP244,ENSG00000252322.1,3.0,97.0,22.0,-0.06790163934426231
RN7SKP245,ENSG00000200895.1,14.0,85.0,23.0,0.026754098360655766
RN7SKP246,ENSG00000201423.1,12.0,89.0,21.0,-0.005975409836065573
RN7SKP247,ENSG00000223026.1,10.0,93.0,19.0,-0.00949180327868853
RN7SKP248,ENSG00000252087.1,3.0,101.0,18.0,-0.03989344262295082
RN7SKP249,ENSG00000202360.1,65.0,54.0,3.0,0.5607459016393441
RN7SKP25,ENSG00000199319.1,18.0,100.0,4.0,0.087672131147541
RN7SKP250,ENSG00000200794.1,3.0,99.0,20.0,-0.05518852459016391
RN7SKP252,ENSG00000223142.1,7.0,78.0,37.0,-0.09431147540983606
RN7SKP253,ENSG00000252233.1,5.0,97.0,20.0,-0.039909836065573766
RN7SKP254,ENSG00000222617.1,13.0,91.0,18.0,-0.0013360655737704888
RN7SKP255,ENSG00000200312.1,4.0,84.0,34.0,-0.08258196721311474
RN7SKP256,ENSG00000253010.1,18.0,95.0,9.0,0.11145081967213114
RN7SKP257,ENSG00000201395.1,12.0,86.0,24.0,0.03872950819672131
RN7SKP258,ENSG00000252960.1,7.0,84.0,31.0,-0.040114754098360655
RN7SKP259,ENSG00000222998.1,12.0,91.0,19.0,0.0049180327868852325
RN7SKP26,ENSG00000222179.1,13.0,75.0,34.0,-0.011286885245901636
RN7SKP260,ENSG00000252716.1,7.0,97.0,18.0,-0.015754098360655742
RN7SKP261,ENSG00000222880.1,11.0,99.0,12.0,0.04853278688524591
RN7SKP262,ENSG00000222950.1,17.0,98.0,7.0,0.18386885245901635
RN7SKP263,ENSG00000223126.1,5.0,103.0,14.0,-0.00909016393442623
RN7SKP264,ENSG00000223012.1,6.0,91.0,25.0,-0.05616393442622952
RN7SKP265,ENSG00000252257.1,23.0,90.0,9.0,0.10272950819672133
RN7SKP266,ENSG00000222164.1,24.0,91.0,7.0,0.1382377049180328
RN7SKP268,ENSG00000223039.1,14.0,81.0,27.0,-0.0032868852459016474
RN7SKP269,ENSG00000202415.1,4.0,74.0,44.0,-0.15049180327868855
RN7SKP27,ENSG00000222616.1,15.0,93.0,14.0,0.022655737704918036
RN7SKP270,ENSG00000223229.1,9.0,88.0,25.0,-0.04161475409836066
RN7SKP271,ENSG00000222460.1,33.0,86.0,3.0,0.1730409836065573
RN7SKP272,ENSG00000252797.1,9.0,94.0,19.0,-0.010081967213114754
RN7SKP273,ENSG00000223324.1,3.0,68.0,51.0,-0.18641803278688526
RN7SKP274,ENSG00000223255.1,16.0,76.0,30.0,-0.0008606557377049207
RN7SKP275,ENSG00000201496.1,3.0,83.0,36.0,-0.10454098360655738
