,gene,chromosome
768,ANKS4B,['Chromosome 16']
769,ANKS6,['Chromosome 9']
770,ANKUB1,['Chromosome 3']
771,ANKZF1,['Chromosome 2']
772,ANLN,['Chromosome 7']
773,ANO1,['Chromosome 11']
774,ANO10,['Chromosome 3']
775,ANO2,['Chromosome 12']
776,ANO3,['Chromosome 11']
777,ANO4,['Chromosome 12']
778,ANO5,['Chromosome 11']
779,ANO6,['Chromosome 12']
780,ANO7,['Chromosome 2']
781,ANO8,['Chromosome 19']
782,ANO9,['Chromosome 11']
783,ANOS1,['Chromosome X']
784,ANP32A,['Chromosome 15']
785,ANP32B,['Chromosome 9']
786,ANP32C,['Unplaced']
787,ANP32D,['Chromosome 12']
788,ANP32E,['Chromosome 1']
789,ANPEP,['Chromosome 15']
790,ANTXR1,['Chromosome 2']
791,ANTXR2,['Chromosome 4']
792,ANTXRL,['Chromosome 10']
793,ANXA1,['Chromosome 9']
794,ANXA10,['Chromosome 15']
795,ANXA11,['Chromosome 10']
796,ANXA13,['Chromosome 8']
797,ANXA2,['Chromosome 15']
798,ANXA2P2,['Unplaced']
799,ANXA2R,['Chromosome 5']
800,ANXA3,['Chromosome 4']
801,ANXA4,['Chromosome 2']
802,ANXA5,['Chromosome 4']
803,ANXA6,['Chromosome 5']
804,ANXA7,['Chromosome 10']
805,ANXA8,['Chromosome 10']
806,ANXA8L1,['Chromosome 10']
807,ANXA9,['Chromosome 1']
808,AOAH,['Chromosome 7']
809,AOC1,['Chromosome 7']
810,AOC2,['Chromosome 17']
811,AOC3,['Chromosome 17']
812,AOX1,['Chromosome 2']
813,AP1AR,['Chromosome 4']
814,AP1B1,['Chromosome 22']
815,AP1G1,['Chromosome 16']
816,AP1G2,['Chromosome 14']
817,AP1M1,['Chromosome 19']
818,AP1M2,['Chromosome 19']
819,AP1S1,['Chromosome 7']
820,AP1S2,['Chromosome X']
821,AP1S3,['Chromosome 2']
822,AP2A1,['Chromosome 19']
823,AP2A2,['Chromosome 11']
824,AP2B1,['Chromosome 17']
825,AP2M1,['Chromosome 3']
826,AP2S1,['Chromosome 19']
827,AP3B1,['Chromosome 5']
828,AP3B2,['Chromosome 15']
829,AP3D1,['Chromosome 19']
830,AP3M1,['Chromosome 10']
831,AP3M2,['Chromosome 8']
832,AP3S1,['Chromosome 5']
833,AP3S2,['Chromosome 15']
834,AP4B1,['Chromosome 1']
835,AP4E1,['Chromosome 15']
836,AP4M1,['Chromosome 7']
837,AP4S1,['Chromosome 14']
838,AP5B1,['Chromosome 11']
839,AP5M1,['Chromosome 14']
840,AP5S1,['Chromosome 20']
841,AP5Z1,['Chromosome 7']
842,APAF1,['Chromosome 12']
843,APBA1,['Chromosome 9']
844,APBA2,['Chromosome 15']
845,APBA3,['Unplaced']
846,APBB1,['Chromosome 11']
847,APBB1IP,['Chromosome 10']
848,APBB2,['Chromosome 4']
849,APBB3,['Chromosome 5']
850,APC,['Chromosome 5']
851,APC2,['Chromosome 19']
852,APCDD1,['Chromosome 18']
853,APCDD1L,['Chromosome 20']
854,APCS,['Chromosome 1']
855,APEH,['Chromosome 3']
856,APELA,['Chromosome 4']
857,APEX1,['Chromosome 14']
858,APEX2,['Chromosome X']
859,APH1A,['Chromosome 1']
860,APH1B,['Chromosome 15']
861,API5,['Chromosome 11']
862,APIP,['Chromosome 11']
863,APLF,['Chromosome 2']
864,APLN,['Chromosome X']
865,APLNR,['Chromosome 11']
866,APLP1,['Chromosome 19']
867,APLP2,['Chromosome 11']
868,APMAP,['Chromosome 20']
869,APOA1,['Chromosome 11']
870,APOA2,['Chromosome 1']
871,APOA4,['Chromosome 11']
872,APOA5,['Chromosome 11']
873,APOB,['Chromosome 16']
874,APOBEC1,['Chromosome 10']
875,APOBEC2,['Chromosome 6']
876,APOBEC3A,['Chromosome 22']
877,APOBEC3B,['Chromosome 22']
878,APOBEC3C,['Chromosome 22']
879,APOBEC3D,['Chromosome 22']
880,APOBEC3F,['Chromosome 22']
881,APOBEC3G,['Chromosome 22']
882,APOBEC3H,['Chromosome 22']
883,APOBEC4,['Chromosome 1']
884,APOBR,['Chromosome 16']
885,APOC1,['Chromosome 19']
886,APOC2,['Chromosome 19']
887,APOC3,['Chromosome 11']
888,APOC4,['Chromosome 19']
889,APOD,['Chromosome 3']
890,APOE,['Chromosome 19']
891,APOF,['Chromosome 12']
892,APOH,['Chromosome 17']
893,APOL1,['Chromosome 22']
894,APOL2,['Chromosome 22']
895,APOL3,['Chromosome 22']
896,APOL4,['Chromosome 22']
897,APOL5,['Chromosome 22']
898,APOL6,['Chromosome 22']
899,APOLD1,['Chromosome 12']
900,APOM,['Chromosome 6']
901,APOO,['Chromosome X']
902,APOOL,['Chromosome X']
903,APOPT1,['Chromosome 14']
904,APP,['Chromosome 21']
905,APPBP2,['Chromosome 17']
906,APPL1,['Chromosome 3']
907,APPL2,['Chromosome 12']
908,APRT,['Chromosome 16']
909,APTX,['Chromosome 9']
910,AQP1,['Chromosome 7']
911,AQP10,['Chromosome 1']
912,AQP11,['Chromosome 11']
913,AQP12A,['Chromosome 2']
914,AQP12B,['Chromosome 2']
915,AQP2,['Chromosome 12']
916,AQP3,['Chromosome 9']
917,AQP4,['Chromosome 18']
918,AQP5,['Chromosome 12']
919,AQP6,['Chromosome 12']
920,AQP7,['Chromosome 9']
921,AQP7P3,['Unplaced']
922,AQP8,['Chromosome 16']
923,AQP9,['Chromosome 15']
924,AQR,['Chromosome 15']
925,AR,['Chromosome 19']
926,ARAF,['Chromosome X']
927,ARAP1,['Chromosome 11']
928,ARAP2,['Chromosome 4']
929,ARAP3,['Chromosome 5']
930,ARC,['Chromosome 8']
931,ARCN1,['Chromosome 11']
932,AREG,['Chromosome 4']
933,AREL1,['Chromosome 14']
934,ARF1,['Chromosome 20']
935,ARF3,['Chromosome 12']
936,ARF4,['Chromosome 3']
937,ARF5,['Chromosome 7']
938,ARF6,['Chromosome 10']
939,ARFGAP1,['Chromosome 20']
940,ARFGAP2,['Chromosome 11']
941,ARFGAP3,['Chromosome 22']
942,ARFGEF1,['Chromosome 8']
943,ARFGEF2,['Chromosome 20']
944,ARFGEF3,['Chromosome 6']
945,ARFIP1,['Chromosome 4']
946,ARFIP2,['Chromosome 11']
947,ARFRP1,['Chromosome 20']
948,ARG1,['Chromosome 6']
949,ARG2,['Chromosome 14']
950,ARGFX,['Chromosome 3']
951,ARGLU1,['Chromosome 13']
952,ARHGAP1,['Chromosome 11']
953,ARHGAP10,['Chromosome 10']
954,ARHGAP11A,['Chromosome 15']
955,ARHGAP11B,['Chromosome 15']
956,ARHGAP12,['Chromosome 10']
957,ARHGAP15,['Chromosome 2']
958,ARHGAP17,['Chromosome 16']
959,ARHGAP18,['Chromosome 6']
960,ARHGAP19,['Chromosome 10']
961,ARHGAP20,['Chromosome 11']
962,ARHGAP21,['Chromosome 10']
963,ARHGAP22,['Chromosome 10']
964,ARHGAP23,['Chromosome 17']
965,ARHGAP24,['Chromosome 4']
966,ARHGAP25,['Chromosome 2']
967,ARHGAP26,['Chromosome 5']
968,ARHGAP27,['Chromosome 17']
969,ARHGAP28,['Chromosome 18']
970,ARHGAP29,['Chromosome 1']
971,ARHGAP30,['Chromosome 1']
972,ARHGAP31,['Chromosome 3']
973,ARHGAP32,['Chromosome 11']
974,ARHGAP33,['Chromosome 19']
975,ARHGAP35,['Unplaced']
976,ARHGAP36,['Chromosome X']
977,ARHGAP39,['Chromosome 8']
978,ARHGAP4,['Chromosome X']
979,ARHGAP40,['Chromosome 20']
980,ARHGAP42,['Chromosome 11']
981,ARHGAP44,['Chromosome 17']
982,ARHGAP45,['Unplaced']
983,ARHGAP5,['Chromosome 14']
984,ARHGAP5-AS1,['Unplaced']
985,ARHGAP6,['Chromosome X']
986,ARHGAP8,['Chromosome 22']
987,ARHGAP9,['Chromosome 12']
988,ARHGDIA,['Chromosome 17']
989,ARHGDIB,['Chromosome 12']
990,ARHGDIG,['Chromosome 16']
991,ARHGEF1,['Chromosome 19']
992,ARHGEF10,['Chromosome 8']
993,ARHGEF10L,['Chromosome 1']
994,ARHGEF11,['Chromosome 1']
995,ARHGEF12,['Chromosome 11']
996,ARHGEF15,['Chromosome 17']
997,ARHGEF16,['Chromosome 1']
998,ARHGEF17,['Chromosome 11']
999,ARHGEF18,['Chromosome 19']
1000,ARHGEF19,['Chromosome 1']
1001,ARHGEF2,['Chromosome 1']
1002,ARHGEF25,['Chromosome 12']
1003,ARHGEF26,['Chromosome 3']
1004,ARHGEF28,['Chromosome 5']
1005,ARHGEF3,['Chromosome 3']
1006,ARHGEF33,['Chromosome 2']
1007,ARHGEF35,['Chromosome 7']
1008,ARHGEF37,['Chromosome 5']
1009,ARHGEF38,['Chromosome 4']
1010,ARHGEF39,['Chromosome 9']
1011,ARHGEF4,['Chromosome 2']
1012,ARHGEF40,['Chromosome 14']
1013,ARHGEF5,['Chromosome 7']
1014,ARHGEF6,['Chromosome X']
1015,ARHGEF7,['Chromosome 13']
1016,ARHGEF9,['Chromosome X']
1017,ARID1A,['Chromosome 1']
1018,ARID1B,['Chromosome 6']
1019,ARID2,['Chromosome 12']
1020,ARID3A,['Chromosome 19']
1021,ARID3B,['Chromosome 15']
1022,ARID3C,['Chromosome 9']
1023,ARID4A,['Chromosome 14']
1024,ARID4B,['Chromosome 1']
1025,ARID5A,['Chromosome 2']
1026,ARID5B,['Chromosome 10']
1027,ARIH1,['Chromosome 15']
1028,ARIH2,['Chromosome 3']
1029,ARIH2OS,['Chromosome 3']
1030,ARL1,['Chromosome 12']
1031,ARL10,['Chromosome 3']
1032,ARL11,['Chromosome 13']
1033,ARL13A,['Chromosome X']
1034,ARL13B,['Chromosome 3']
1035,ARL14,['Chromosome 11']
1036,ARL14EP,['Chromosome 11']
1037,ARL14EPL,['Chromosome 5']
1038,ARL15,['Chromosome 5']
1039,ARL16,['Chromosome 2']
1040,ARL17A,['Chromosome 17']
1041,ARL17B,['Chromosome 17']
1042,ARL2,['Chromosome 16']
1043,ARL2BP,['Chromosome 16']
1044,ARL3,['Chromosome 10']
1045,ARL4A,['Chromosome 7']
1046,ARL4C,['Chromosome 2']
1047,ARL4D,['Chromosome 17']
1048,ARL5A,['Chromosome 2']
1049,ARL5B,['Chromosome 10']
1050,ARL5C,['Chromosome 17']
1051,ARL6,['Chromosome 16']
1052,ARL6IP1,['Chromosome 16']
1053,ARL6IP4,['Chromosome 12']
1054,ARL6IP5,['Chromosome 3']
1055,ARL6IP6,['Chromosome 1']
1056,ARL8A,['Chromosome 1']
1057,ARL8B,['Chromosome 3']
1058,ARL9,['Chromosome 4']
1059,ARMC1,['Chromosome 8']
1060,ARMC10,['Chromosome 7']
1061,ARMC12,['Chromosome 6']
1062,ARMC2,['Chromosome 6']
1063,ARMC3,['Chromosome 10']
1064,ARMC4,['Chromosome 10']
1065,ARMC5,['Chromosome 16']
1066,ARMC6,['Chromosome 19']
1067,ARMC7,['Chromosome 17']
1068,ARMC8,['Chromosome 3']
1069,ARMC9,['Chromosome 2']
1070,ARMCX1,['Chromosome X']
1071,ARMCX2,['Chromosome X']
1072,ARMCX3,['Chromosome X']
1073,ARMCX4,['Chromosome X']
1074,ARMCX5,['Chromosome 17']
1075,ARMCX6,['Chromosome X']
1076,ARMH1,['Chromosome 1']
1077,ARMH2,['Chromosome 6']
1078,ARMH3,['Chromosome 10']
1079,ARMH4,['Chromosome 14']
1080,ARMS2,['Chromosome 10']
1081,ARMT1,['Chromosome 6']
1082,ARNT,['Chromosome 1']
1083,ARNT2,['Chromosome 15']
1084,ARNTL,['Chromosome 11']
1085,ARNTL2,['Chromosome 12']
1086,ARPC1A,['Chromosome 7']
1087,ARPC1B,['Chromosome 7']
1088,ARPC2,['Chromosome 2']
1089,ARPC3,['Chromosome 12']
1090,ARPC4,['Chromosome 3']
1091,ARPC5,['Chromosome 1']
1092,ARPC5L,['Chromosome 9']
1093,ARPIN,['Chromosome 15']
1094,ARPP19,['Chromosome 15']
1095,ARPP21,['Chromosome 3']
1096,ARR3,['Chromosome X']
1097,ARRB1,['Chromosome 11']
1098,ARRB2,['Chromosome 17']
1099,ARRDC1,['Chromosome 9']
1100,ARRDC1-AS1,['Unplaced']
1101,ARRDC2,['Chromosome 19']
1102,ARRDC3,['Chromosome 5']
1103,ARRDC4,['Chromosome 15']
1104,ARRDC5,['Chromosome 19']
1105,ARSA,['Chromosome 22']
1106,ARSB,['Chromosome 5']
1107,ARSD,['Chromosome X']
1108,ARSE,['Chromosome X']
1109,ARSF,['Chromosome X']
1110,ARSG,['Chromosome 17']
1111,ARSH,['Chromosome X']
1112,ARSI,['Chromosome 5']
1113,ARSJ,['Chromosome 4']
1114,ARSK,['Chromosome 5']
1115,ART1,['Chromosome 11']
1116,ART3,['Chromosome 4']
1117,ART4,['Chromosome 12']
1118,ART5,['Chromosome 11']
1119,ARTN,['Chromosome 1']
1120,ARV1,['Chromosome 1']
1121,ARVCF,['Chromosome 22']
1122,ARX,['Chromosome X']
1123,AS3MT,['Chromosome 10']
1124,ASAH1,['Chromosome 8']
1125,ASAH2,['Chromosome 10']
1126,ASAH2B,['Chromosome 10']
1127,ASAP1,['Chromosome 8']
1128,ASAP2,['Chromosome 2']
1129,ASAP3,['Chromosome 1']
1130,ASB1,['Chromosome 2']
1131,ASB10,['Chromosome 7']
1132,ASB11,['Chromosome X']
1133,ASB12,['Chromosome X']
1134,ASB13,['Chromosome 10']
1135,ASB14,['Chromosome 3']
1136,ASB15,['Chromosome 7']
1137,ASB16,['Chromosome 17']
1138,ASB16-AS1,['Unplaced']
1139,ASB17,['Chromosome 1']
1140,ASB18,['Chromosome 2']
1141,ASB2,['Chromosome 14']
1142,ASB3,['Chromosome 2']
1143,ASB4,['Chromosome 7']
1144,ASB5,['Chromosome 4']
1145,ASB6,['Chromosome 9']
1146,ASB7,['Chromosome 15']
1147,ASB8,['Chromosome 12']
1148,ASB9,['Chromosome X']
1149,ASCC1,['Chromosome 10']
1150,ASCC2,['Chromosome 22']
1151,ASCC3,['Chromosome 6']
1152,ASCL1,['Chromosome 12']
1153,ASCL2,['Chromosome 11']
1154,ASCL3,['Chromosome 11']
1155,ASCL4,['Chromosome 12']
1156,ASCL5,['Chromosome 1']
1157,ASDURF,['Unplaced']
1158,ASF1A,['Chromosome 6']
1159,ASF1B,['Chromosome 19']
1160,ASGR1,['Chromosome 17']
1161,ASGR2,['Chromosome 17']
1162,ASH1L,['Chromosome 1']
1163,ASH2L,['Chromosome 8']
1164,ASIC1,['Chromosome 12']
1165,ASIC2,['Chromosome 17']
1166,ASIC3,['Chromosome 7']
1167,ASIC4,['Chromosome 2']
1168,ASIC5,['Chromosome 4']
1169,ASIP,['Chromosome 20']
1170,ASL,['Chromosome 7']
1171,ASMT,['Chromosome X']
1172,ASMTL,['Chromosome X']
1173,ASNA1,['Chromosome 19']
1174,ASNS,['Chromosome 7']
1175,ASNSD1,['Chromosome 2']
1176,ASPA,['Chromosome 17']
1177,ASPDH,['Chromosome 19']
1178,ASPG,['Chromosome 14']
1179,ASPH,['Chromosome 8']
1180,ASPHD1,['Chromosome 16']
1181,ASPHD2,['Chromosome 22']
1182,ASPM,['Chromosome 1']
1183,ASPN,['Chromosome 9']
1184,ASPRV1,['Chromosome 2']
1185,ASPSCR1,['Chromosome 17']
1186,ASRGL1,['Chromosome 11']
1187,ASS1,['Chromosome 9']
1188,ASTE1,['Chromosome 5']
1189,ASTL,['Chromosome 2']
1190,ASTN1,['Chromosome 1']
1191,ASTN2,['Chromosome 9']
1192,ASXL1,['Chromosome 20']
1193,ASXL2,['Chromosome 2']
1194,ASXL3,['Chromosome 18']
1195,ASZ1,['Chromosome 7']
1196,ATAD1,['Chromosome 10']
1197,ATAD2,['Chromosome 8']
1198,ATAD2B,['Chromosome 2']
1199,ATAD3A,['Chromosome 1']
1200,ATAD3B,['Chromosome 1']
1201,ATAD3C,['Chromosome 1']
1202,ATAD5,['Chromosome 17']
1203,ATAT1,['Chromosome 6']
1204,ATCAY,['Chromosome 19']
1205,ATE1,['Chromosome 10']
1206,ATF1,['Chromosome 12']
1207,ATF2,['Chromosome 2']
1208,ATF3,['Chromosome 1']
1209,ATF4,['Chromosome 22']
1210,ATF5,['Chromosome 19']
1211,ATF6,['Chromosome 1']
1212,ATF6B,['Chromosome 6']
1213,ATF7,['Chromosome 12']
1214,ATF7IP,['Chromosome 12']
1215,ATF7IP2,['Chromosome 16']
1216,ATG10,['Chromosome 5']
1217,ATG101,['Chromosome 12']
1218,ATG12,['Chromosome 5']
1219,ATG13,['Chromosome 11']
1220,ATG14,['Chromosome 14']
1221,ATG16L1,['Chromosome 2']
1222,ATG16L2,['Chromosome 11']
1223,ATG2A,['Chromosome 11']
1224,ATG2B,['Chromosome 14']
1225,ATG3,['Chromosome 3']
1226,ATG4A,['Chromosome X']
1227,ATG4B,['Chromosome 2']
1228,ATG4C,['Chromosome 1']
1229,ATG4D,['Chromosome 19']
1230,ATG5,['Chromosome 6']
1231,ATG7,['Chromosome 3']
1232,ATG9A,['Chromosome 2']
1233,ATG9B,['Chromosome 7']
1234,ATIC,['Chromosome 2']
1235,ATL1,['Chromosome 14']
1236,ATL2,['Chromosome 2']
1237,ATL3,['Chromosome 11']
1238,ATM,['Chromosome 11']
1239,ATMIN,['Chromosome 16']
1240,ATN1,['Chromosome 12']
1241,ATOH1,['Chromosome 4']
1242,ATOH7,['Chromosome 10']
1243,ATOH8,['Chromosome 2']
1244,ATOX1,['Chromosome 5']
1245,ATP10A,['Chromosome 15']
1246,ATP10B,['Chromosome 5']
1247,ATP10D,['Chromosome 4']
1248,ATP11A,['Chromosome 13']
1249,ATP11AUN,['Unplaced']
1250,ATP11B,['Chromosome 3']
1251,ATP11C,['Chromosome X']
1252,ATP12A,['Chromosome 13']
1253,ATP13A1,['Chromosome 19']
1254,ATP13A2,['Chromosome 1']
1255,ATP13A3,['Chromosome 3']
1256,ATP13A4,['Chromosome 3']
1257,ATP13A5,['Chromosome 3']
1258,ATP1A1,['Chromosome 1']
1259,ATP1A1-AS1,['Unplaced']
1260,ATP1A2,['Chromosome 1']
1261,ATP1A3,['Chromosome 19']
1262,ATP1A4,['Chromosome 1']
1263,ATP1B1,['Chromosome 1']
1264,ATP1B2,['Chromosome 17']
1265,ATP1B3,['Chromosome 3']
1266,ATP1B4,['Chromosome X']
1267,ATP23,['Chromosome 12']
1268,ATP2A1,['Chromosome 16']
1269,ATP2A2,['Chromosome 12']
1270,ATP2A3,['Chromosome 17']
1271,ATP2B1,['Chromosome 12']
1272,ATP2B2,['Chromosome 3']
1273,ATP2B3,['Chromosome X']
1274,ATP2B4,['Chromosome 1']
1275,ATP2C1,['Chromosome 3']
1276,ATP2C2,['Chromosome 16']
1277,ATP4A,['Chromosome 19']
1278,ATP4B,['Chromosome 13']
1279,ATP5F1A,['Chromosome 18']
1280,ATP5F1B,['Chromosome 12']
1281,ATP5F1C,['Chromosome 10']
1282,ATP5F1D,['Chromosome 19']
1283,ATP5F1E,['Chromosome 20']
1284,ATP5IF1,['Chromosome 1']
1285,ATP5MC1,['Chromosome 17']
1286,ATP5MC2,['Chromosome 12']
1287,ATP5MC3,['Chromosome 2']
1288,ATP5MD,['Chromosome 10']
1289,ATP5ME,['Chromosome 4']
1290,ATP5MF,['Chromosome 7']
1291,ATP5MG,['Chromosome 11']
1292,ATP5MGL,['Chromosome 22']
1293,ATP5MPL,['Chromosome 14']
1294,ATP5PB,['Chromosome 1']
1295,ATP5PD,['Chromosome 17']
1296,ATP5PF,['Chromosome 21']
1297,ATP5PO,['Chromosome 21']
1298,ATP5S,['Chromosome 14']
1299,ATP6AP1,['Chromosome X']
1300,ATP6AP1L,['Chromosome 5']
1301,ATP6AP2,['Chromosome X']
1302,ATP6V0A1,['Chromosome 17']
1303,ATP6V0A2,['Chromosome 12']
1304,ATP6V0A4,['Chromosome 7']
1305,ATP6V0B,['Chromosome 1']
1306,ATP6V0C,['Chromosome 16']
1307,ATP6V0D1,['Chromosome 16']
1308,ATP6V0D2,['Chromosome 8']
1309,ATP6V0E1,['Chromosome 5']
1310,ATP6V0E2,['Chromosome 7']
1311,ATP6V1A,['Chromosome 3']
1312,ATP6V1B1,['Chromosome 2']
1313,ATP6V1B2,['Chromosome 8']
1314,ATP6V1C1,['Chromosome 8']
1315,ATP6V1C2,['Chromosome 2']
1316,ATP6V1D,['Chromosome 14']
1317,ATP6V1E1,['Chromosome 22']
1318,ATP6V1E2,['Chromosome 2']
1319,ATP6V1F,['Chromosome 7']
1320,ATP6V1FNB,['Chromosome 7']
1321,ATP6V1G1,['Chromosome 9']
1322,ATP6V1G2,['Chromosome 6']
1323,ATP6V1G3,['Chromosome 1']
1324,ATP6V1H,['Chromosome 8']
1325,ATP7A,['Chromosome X']
1326,ATP7B,['Chromosome 13']
1327,ATP8A1,['Chromosome 4']
1328,ATP8A2,['Chromosome 13']
1329,ATP8B1,['Chromosome 18']
1330,ATP8B2,['Chromosome 1']
1331,ATP8B3,['Chromosome 19']
1332,ATP8B4,['Chromosome 15']
1333,ATP9A,['Chromosome 20']
1334,ATP9B,['Chromosome 18']
1335,ATPAF1,['Chromosome 1']
1336,ATPAF2,['Chromosome 17']
1337,ATR,['Chromosome 3']
1338,ATRAID,['Chromosome 2']
1339,ATRIP,['Chromosome 3']
1340,ATRN,['Chromosome 20']
1341,ATRNL1,['Chromosome 10']
1342,ATRX,['Chromosome X']
1343,ATXN1,['Chromosome 16']
1344,ATXN10,['Chromosome 22']
1345,ATXN1L,['Chromosome 16']
1346,ATXN2,['Chromosome 12']
1347,ATXN2L,['Chromosome 16']
1348,ATXN3,['Chromosome 14']
1349,ATXN3L,['Chromosome X']
1350,ATXN7,['Chromosome 3']
1351,ATXN7L1,['Chromosome 7']
1352,ATXN7L2,['Chromosome 1']
1353,ATXN7L3,['Chromosome 17']
1354,ATXN7L3B,['Chromosome 12']
1355,ATXN8OS,['Unplaced']
1356,AUH,['Chromosome 9']
1357,AUNIP,['Chromosome 1']
1358,AUP1,['Chromosome 2']
1359,AURKA,['Chromosome 20']
1360,AURKAIP1,['Chromosome 1']
1361,AURKB,['Chromosome 17']
1362,AURKC,['Chromosome 19']
1363,AUTS2,['Chromosome 7']
1364,AVEN,['Chromosome 15']
1365,AVIL,['Chromosome 12']
1366,AVL9,['Chromosome 7']
1367,AVP,['Chromosome 20']
1368,AVPI1,['Chromosome 10']
1369,AVPR1A,['Chromosome 12']
1370,AVPR1B,['Chromosome 1']
1371,AVPR2,['Chromosome X']
1372,AWAT1,['Chromosome X']
1373,AWAT2,['Chromosome X']
1374,AXDND1,['Chromosome 1']
1375,AXIN1,['Chromosome 16']
1376,AXIN2,['Chromosome 17']
1377,AXL,['Chromosome 19']
1378,AZGP1,['Chromosome 7']
1379,AZI2,['Chromosome 3']
1380,AZIN1,['Chromosome 8']
1381,AZIN2,['Chromosome 1']
1382,AZU1,['Chromosome 19']
1383,B2M,['Chromosome 15']
1384,B3GALNT1,['Chromosome 3']
1385,B3GALNT2,['Chromosome 1']
1386,B3GALT1,['Chromosome 2']
1387,B3GALT2,['Chromosome 1']
1388,B3GALT4,['Chromosome 6']
1389,B3GALT5,['Chromosome 21']
1390,B3GALT5-AS1,['Unplaced']
1391,B3GALT6,['Chromosome 1']
1392,B3GAT1,['Chromosome 11']
1393,B3GAT2,['Chromosome 6']
1394,B3GAT3,['Chromosome 11']
1395,B3GLCT,['Chromosome 13']
1396,B3GNT10,['Unplaced']
1397,B3GNT2,['Chromosome 2']
1398,B3GNT3,['Chromosome 19']
1399,B3GNT4,['Chromosome 12']
1400,B3GNT5,['Chromosome 3']
1401,B3GNT6,['Chromosome 11']
1402,B3GNT7,['Chromosome 2']
1403,B3GNT8,['Chromosome 19']
1404,B3GNT9,['Chromosome 16']
1405,B3GNTL1,['Chromosome 17']
1406,B4GALNT1,['Chromosome 12']
1407,B4GALNT2,['Chromosome 17']
1408,B4GALNT3,['Chromosome 12']
1409,B4GALNT4,['Chromosome 11']
1410,B4GALT1,['Chromosome 9']
1411,B4GALT2,['Chromosome 1']
1412,B4GALT3,['Chromosome 1']
1413,B4GALT4,['Chromosome 3']
1414,B4GALT5,['Chromosome 20']
1415,B4GALT6,['Chromosome 18']
1416,B4GALT7,['Chromosome 5']
1417,B4GAT1,['Chromosome 11']
1418,B9D1,['Chromosome 17']
1419,B9D2,['Chromosome 19']
1420,BAALC,['Chromosome 8']
1421,BAALC-AS2,['Chromosome X']
1422,BAAT,['Chromosome 9']
1423,BABAM1,['Chromosome 19']
1424,BABAM2,['Chromosome 2']
1425,BACE1,['Chromosome 11']
1426,BACE1-AS,['Chromosome 1']
1427,BACE2,['Chromosome 21']
1428,BACH1,['Chromosome 21']
1429,BACH2,['Chromosome 6']
1430,BAD,['Chromosome 11']
1431,BAG1,['Chromosome 9']
1432,BAG2,['Chromosome 6']
1433,BAG3,['Chromosome 10']
1434,BAG4,['Chromosome 8']
1435,BAG5,['Chromosome 14']
1436,BAG6,['Chromosome 6']
1437,BAGE,['Unplaced']
1438,BAGE2,['Unplaced']
1439,BAGE3,['Unplaced']
1440,BAGE4,['Unplaced']
1441,BAGE5,['Unplaced']
1442,BAHCC1,['Chromosome 17']
1443,BAHD1,['Chromosome 15']
1444,BAIAP2,['Chromosome 17']
1445,BAIAP2L1,['Chromosome 7']
1446,BAIAP2L2,['Chromosome 22']
1447,BAIAP3,['Chromosome 16']
1448,BAK1,['Chromosome 6']
1449,BAMBI,['Chromosome 10']
1450,BANF1,['Chromosome 11']
1451,BANF2,['Chromosome 20']
1452,BANK1,['Chromosome 4']
1453,BANP,['Chromosome 16']
1454,BAP1,['Chromosome 3']
1455,BARD1,['Chromosome 2']
1456,BARHL1,['Chromosome 9']
1457,BARHL2,['Chromosome 1']
1458,BARX1,['Chromosome 9']
1459,BARX2,['Chromosome 11']
1460,BASP1,['Chromosome 5']
1461,BATF,['Chromosome 14']
1462,BATF2,['Chromosome 11']
1463,BATF3,['Chromosome 1']
1464,BAX,['Chromosome 19']
1465,BAZ1A,['Chromosome 14']
1466,BAZ1B,['Chromosome 7']
1467,BAZ2A,['Chromosome 12']
1468,BAZ2B,['Chromosome 2']
1469,BBC3,['Chromosome 19']
1470,BBIP1,['Chromosome 10']
1471,BBOF1,['Chromosome 14']
1472,BBOX1,['Chromosome 11']
1473,BBS1,['Chromosome 11']
1474,BBS10,['Chromosome 12']
1475,BBS12,['Chromosome 4']
1476,BBS2,['Chromosome 16']
1477,BBS4,['Chromosome 15']
1478,BBS5,['Chromosome 2']
1479,BBS7,['Chromosome 4']
1480,BBS9,['Chromosome 7']
1481,BBX,['Chromosome 3']
1482,BCAM,['Chromosome 19']
1483,BCAN,['Chromosome 1']
1484,BCAP29,['Chromosome 7']
1485,BCAP31,['Chromosome X']
1486,BCAR1,['Chromosome 16']
1487,BCAR3,['Chromosome 1']
1488,BCAS1,['Chromosome 20']
1489,BCAS2,['Chromosome 1']
1490,BCAS3,['Chromosome 17']
1491,BCAS4,['Chromosome 20']
1492,BCAT1,['Chromosome 12']
1493,BCAT2,['Chromosome 19']
1494,BCCIP,['Chromosome 10']
1495,BCDIN3D,['Chromosome 12']
1496,BCHE,['Chromosome 3']
1497,BCKDHA,['Chromosome 19']
1498,BCKDHB,['Chromosome 6']
1499,BCKDK,['Chromosome 16']
1500,BCL10,['Chromosome 1']
1501,BCL11A,['Chromosome 2']
1502,BCL11B,['Chromosome 14']
1503,BCL2,['Chromosome 11']
1504,BCL2A1,['Chromosome 15']
1505,BCL2L1,['Chromosome 20']
1506,BCL2L10,['Chromosome 15']
1507,BCL2L11,['Chromosome 2']
1508,BCL2L12,['Chromosome 19']
1509,BCL2L13,['Chromosome 22']
